; Sample Rate 44100
; Channels 1
0.0000000000 0.0000000000
0.0000000000 0.0000000000
0.0000000000 0.0000000000
0.0000226757 0.0895080566
0.0000453515 0.1781921387
0.0000680272 0.2657775879
0.0000907029 0.3500366211
0.0001133787 0.4334411621
0.0001360544 0.5000000000
0.0001587302 0.5000000000
0.0001814059 0.5000000000
0.0002040816 0.5000000000
0.0002267574 0.5000000000
0.0002494331 0.5000000000
0.0002721088 0.5000000000
0.0002947846 0.5000000000
0.0003174603 0.5000000000
0.0003401361 0.5000000000
0.0003628118 0.5000000000
0.0003854875 0.5000000000
0.0004081633 0.5000000000
0.0004308390 0.5000000000
0.0004535147 0.5000000000
0.0004761905 0.5000000000
0.0004988662 0.5000000000
0.0005215420 0.5000000000
0.0005442177 0.5000000000
0.0005668934 0.5000000000
0.0005895692 0.5000000000
0.0006122449 0.5000000000
0.0006349206 0.5000000000
0.0006575964 0.5000000000
0.0006802721 0.5000000000
0.0007029479 0.5000000000
0.0007256236 0.4927368164
0.0007482993 0.4399108887
0.0007709751 0.3856201172
0.0007936508 0.3351745606
0.0008163265 0.2847290039
0.0008390023 0.2378234863
0.0008616780 0.1931457520
0.0008843537 0.1517944336
0.0009070295 0.1142272949
0.0009297052 0.0797424316
0.0009523810 0.0502014160
0.0009750567 0.0233764648
0.0009977324 0.0022277832
0.0010204082 -0.0158691406
0.0010430839 -0.0292968750
0.0010657596 -0.0386352539
0.0010884354 -0.0449829102
0.0011111111 -0.0463256836
0.0011337868 -0.0458679199
0.0011564626 -0.0409240723
0.0011791383 -0.0344848633
0.0012018141 -0.0249938965
0.0012244898 -0.0142517090
0.0012471655 -0.0014648438
0.0012698413 0.0115966797
0.0012925170 0.0259399414
0.0013151927 0.0395202637
0.0013378685 0.0531005859
0.0013605442 0.0661315918
0.0013832200 0.0769348145
0.0014058957 0.0871582031
0.0014285714 0.0947570801
0.0014512472 0.0997924805
0.0014739229 0.1029968262
0.0014965986 0.1024780273
0.0015192744 0.0990295410
0.0015419501 0.0932922363
0.0015646259 0.0828247070
0.0015873016 0.0707092285
0.0016099773 0.0536499023
0.0016326531 0.0350341797
0.0016553288 0.0117797852
0.0016780045 -0.0125122070
0.0017006803 -0.0409851074
0.0017233560 -0.0705871582
0.0017460317 -0.1026611328
0.0017687075 -0.1361389160
0.0017913832 -0.1708984375
0.0018140590 -0.2058715820
0.0018367347 -0.2420654297
0.0018594104 -0.2766723633
0.0018820862 -0.3121032715
0.0019047619 -0.3446044922
0.0019274376 -0.3773803711
0.0019501134 -0.4060974121
0.0019727891 -0.4339599609
0.0019954649 -0.4577941895
0.0020181406 -0.4783325195
0.0020408163 -0.4960632324
0.0020634921 -0.5000000000
0.0020861678 -0.5000000000
0.0021088435 -0.5000000000
0.0021315193 -0.5000000000
0.0021541950 -0.5000000000
0.0021768707 -0.5000000000
0.0021995465 -0.4934082031
0.0022222222 -0.4750976563
0.0022448980 -0.4520568848
0.0022675737 -0.4249877930
